attempt,symbol_set,train_bars,test_bars,embargo_bars,max_folds,feature_scale,min_signal,feature_blend_mode,feature_columns,feature_min_samples,predictor_quality_min_samples,predictor_quality_warmup_floor,min_hold_bars,min_reentry_gap_bars,max_turnover_ratio,entry_gate_usdt,status,run_id,folds,realized_pnl,fees,trades,win,lose,maxdd,sharpe,endeq,error
26,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,0.6,30,ok,bt-v2-1772626090944-c65aea27a205,1,0,0,0,0,0,0,0,100,
27,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,0.6,30,ok,bt-v2-1772626092328-54dce4630427,1,0,0,0,0,0,0,0,100,
28,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,0.6,30,ok,bt-v2-1772626093718-bc687b50b933,1,0,0,0,0,0,0,0,100,
29,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,0.6,30,ok,bt-v2-1772626095111-119ef5d9313a,1,0,0,0,0,0,0,0,100,
30,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,0.6,30,ok,bt-v2-1772626096512-5464e0ee9d11,1,0,0,0,0,0,0,0,100,
31,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,10,ok,bt-v2-1772626097950-c152b55df5fb,1,0,0,0,0,0,0,0,100,
32,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,10,ok,bt-v2-1772626099324-081ec13d00c1,1,0,0,0,0,0,0,0,100,
33,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,10,ok,bt-v2-1772626100710-6cb8fc407e68,1,0,0,0,0,0,0,0,100,
34,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,10,ok,bt-v2-1772626102111-5bdc2c39aecc,1,0,0,0,0,0,0,0,100,
35,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,10,ok,bt-v2-1772626103503-1120b204bf03,1,0,0,0,0,0,0,0,100,
36,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,30,ok,bt-v2-1772626104930-d98aae1f5505,1,0,0,0,0,0,0,0,100,
37,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,30,ok,bt-v2-1772626106308-5d79ce63bc79,1,0,0,0,0,0,0,0,100,
38,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,30,ok,bt-v2-1772626107715-8705565d926e,1,0,0,0,0,0,0,0,100,
39,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,30,ok,bt-v2-1772626109091-782fffe86343,1,0,0,0,0,0,0,0,100,
40,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,8,8,1,30,ok,bt-v2-1772626110494-44779dce8a56,1,0,0,0,0,0,0,0,100,
41,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,10,ok,bt-v2-1772626111952-116e84046635,1,0,0,0,0,0,0,0,100,
42,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,10,ok,bt-v2-1772626113337-c28180c2f35a,1,0,0,0,0,0,0,0,100,
43,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,10,ok,bt-v2-1772626114725-a8af3eac77fc,1,0,0,0,0,0,0,0,100,
44,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,10,ok,bt-v2-1772626116118-c2f036673599,1,0,0,0,0,0,0,0,100,
45,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,10,ok,bt-v2-1772626117545-78cd6691a8f7,1,0,0,0,0,0,0,0,100,
46,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,30,ok,bt-v2-1772626118970-95fbef6d5400,1,0,0,0,0,0,0,0,100,
47,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,30,ok,bt-v2-1772626120364-feba275d27fd,1,0,0,0,0,0,0,0,100,
48,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,30,ok,bt-v2-1772626121752-d8aa264b317c,1,0,0,0,0,0,0,0,100,
49,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,30,ok,bt-v2-1772626123154-452a6beaff9b,1,0,0,0,0,0,0,0,100,
50,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,0.6,30,ok,bt-v2-1772626124561-ec2daea56a7d,1,0,0,0,0,0,0,0,100,
51,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,10,ok,bt-v2-1772626126007-87cdf6826cc3,1,0,0,0,0,0,0,0,100,
52,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,10,ok,bt-v2-1772626127377-47449157ad82,1,0,0,0,0,0,0,0,100,
53,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,10,ok,bt-v2-1772626128783-b2655d0aa67e,1,0,0,0,0,0,0,0,100,
54,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,10,ok,bt-v2-1772626130187-8b9b6fcac7da,1,0,0,0,0,0,0,0,100,
55,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,10,ok,bt-v2-1772626131590-2bd39791fb88,1,0,0,0,0,0,0,0,100,
56,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,30,ok,bt-v2-1772626133002-6dda492a57f2,1,0,0,0,0,0,0,0,100,
57,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,30,ok,bt-v2-1772626134373-174811c03e5e,1,0,0,0,0,0,0,0,100,
58,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,30,ok,bt-v2-1772626135764-e7c09838c3de,1,0,0,0,0,0,0,0,100,
59,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,30,ok,bt-v2-1772626137157-438947a57201,1,0,0,0,0,0,0,0,100,
60,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,4,1,30,ok,bt-v2-1772626138561-4339c86127e1,1,0,0,0,0,0,0,0,100,
61,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,10,ok,bt-v2-1772626139983-157d20506a67,1,0,0,0,0,0,0,0,100,
62,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,10,ok,bt-v2-1772626141379-76bbd92d4edd,1,0,0,0,0,0,0,0,100,
63,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,10,ok,bt-v2-1772626142769-f3b28160f5ed,1,0,0,0,0,0,0,0,100,
64,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,10,ok,bt-v2-1772626144150-bcb607209983,1,0,0,0,0,0,0,0,100,
65,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,10,ok,bt-v2-1772626145557-51ce12d30015,1,0,0,0,0,0,0,0,100,
66,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,30,ok,bt-v2-1772626147028-8eeac919ae64,1,0,0,0,0,0,0,0,100,
67,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,30,ok,bt-v2-1772626148393-ba58228c2f5e,1,0,0,0,0,0,0,0,100,
68,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,30,ok,bt-v2-1772626149778-6f40d9a9f553,1,0,0,0,0,0,0,0,100,
69,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,30,ok,bt-v2-1772626151187-65c7cbbe4bb7,1,0,0,0,0,0,0,0,100,
70,"BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,USDCUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT,BCHUSDT,LINKUSDT,USDEUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,0.6,30,ok,bt-v2-1772626152583-5027c30ba601,1,0,0,0,0,0,0,0,100,
71,BTCUSDT,240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,1,10,ok,bt-v2-1772626154008-a557fe199ebe,1,0,0,0,0,0,0,0,100,
72,"BTCUSDT,ETHUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,1,10,ok,bt-v2-1772626155388-9830a94226bc,1,0,0,0,0,0,0,0,100,
73,"BTCUSDT,ETHUSDT,BNBUSDT",240,60,4,6,0.5,0.0004,additive,"volume,volume_sma_5,volume_std_5,volume_vs_sma_20,taker_buy_base_volume,taker_buy_quote_volume,quote_volume,number_of_trades",0,0,0.2,16,8,1,10,ok,bt-v2-1772626156791-2b399d5f1e9f,1,0,0,0,0,0,0,0,100,
