open_time,open,high,low,close
1771868640000,1849.56000000,1850.06000000,1847.70000000,1848.50000000
1771868700000,1848.49000000,1852.65000000,1848.32000000,1852.21000000
1771868760000,1852.22000000,1852.54000000,1846.88000000,1851.04000000
1771868820000,1851.04000000,1851.35000000,1848.19000000,1848.47000000
1771868880000,1848.47000000,1850.84000000,1847.57000000,1849.22000000
1771868940000,1849.22000000,1850.29000000,1848.26000000,1848.73000000
1771869000000,1848.72000000,1849.59000000,1848.11000000,1849.38000000
1771869060000,1849.39000000,1849.39000000,1838.33000000,1840.22000000
1771869120000,1840.21000000,1848.01000000,1837.13000000,1848.01000000
1771869180000,1848.00000000,1851.00000000,1847.00000000,1850.30000000
1771869240000,1850.30000000,1850.56000000,1848.52000000,1849.76000000
1771869300000,1849.76000000,1854.56000000,1849.65000000,1853.68000000
1771869360000,1853.67000000,1858.39000000,1853.37000000,1857.72000000
1771869420000,1857.72000000,1862.68000000,1855.71000000,1861.51000000
1771869480000,1861.50000000,1864.99000000,1861.04000000,1863.24000000
1771869540000,1863.24000000,1864.16000000,1860.45000000,1863.92000000
1771869600000,1863.92000000,1863.92000000,1860.64000000,1860.84000000
1771869660000,1860.84000000,1862.98000000,1860.54000000,1861.12000000
1771869720000,1861.12000000,1863.16000000,1860.06000000,1862.35000000
1771869780000,1862.36000000,1865.38000000,1861.77000000,1864.71000000
1771869840000,1864.70000000,1871.10000000,1864.37000000,1865.24000000
1771869900000,1865.24000000,1865.87000000,1861.44000000,1861.93000000
1771869960000,1861.92000000,1861.92000000,1858.96000000,1859.23000000
1771870020000,1859.22000000,1863.88000000,1859.22000000,1863.56000000
1771870080000,1863.55000000,1865.17000000,1862.08000000,1864.76000000
1771870140000,1864.76000000,1866.48000000,1863.62000000,1864.71000000
1771870200000,1864.70000000,1865.34000000,1862.80000000,1863.71000000
1771870260000,1863.71000000,1864.08000000,1861.37000000,1863.08000000
1771870320000,1863.08000000,1864.48000000,1863.08000000,1863.70000000
1771870380000,1863.70000000,1863.70000000,1861.12000000,1861.50000000
1771870440000,1861.51000000,1864.09000000,1861.51000000,1863.22000000
1771870500000,1863.22000000,1863.42000000,1861.86000000,1862.97000000
1771870560000,1862.97000000,1862.97000000,1859.21000000,1859.97000000
1771870620000,1859.98000000,1862.80000000,1859.98000000,1861.67000000
1771870680000,1861.67000000,1862.07000000,1860.01000000,1860.02000000
1771870740000,1860.02000000,1860.27000000,1856.25000000,1857.54000000
1771870800000,1857.54000000,1858.73000000,1856.60000000,1858.65000000
1771870860000,1858.65000000,1858.69000000,1857.29000000,1857.52000000
1771870920000,1857.53000000,1860.09000000,1857.52000000,1858.89000000
1771870980000,1858.90000000,1862.82000000,1858.90000000,1862.82000000
1771871040000,1862.81000000,1863.82000000,1861.57000000,1862.37000000
1771871100000,1862.37000000,1863.51000000,1862.10000000,1862.11000000
1771871160000,1862.10000000,1862.10000000,1858.88000000,1859.26000000
1771871220000,1859.26000000,1860.01000000,1858.98000000,1859.77000000
1771871280000,1859.76000000,1860.18000000,1859.21000000,1859.49000000
1771871340000,1859.50000000,1860.88000000,1859.37000000,1860.87000000
1771871400000,1860.88000000,1860.92000000,1859.16000000,1859.26000000
1771871460000,1859.26000000,1859.26000000,1857.48000000,1858.29000000
1771871520000,1858.30000000,1861.77000000,1858.30000000,1861.77000000
1771871580000,1861.78000000,1862.06000000,1859.36000000,1860.35000000
1771871640000,1860.35000000,1866.20000000,1860.35000000,1866.20000000
1771871700000,1866.20000000,1866.20000000,1864.02000000,1865.43000000
1771871760000,1865.44000000,1873.95000000,1865.44000000,1873.33000000
1771871820000,1873.34000000,1874.12000000,1870.90000000,1871.53000000
1771871880000,1871.53000000,1871.53000000,1870.40000000,1871.04000000
1771871940000,1871.04000000,1873.15000000,1869.44000000,1872.01000000
1771872000000,1872.00000000,1872.79000000,1870.49000000,1871.14000000
1771872060000,1871.13000000,1871.44000000,1869.63000000,1870.60000000
1771872120000,1870.59000000,1871.77000000,1870.09000000,1871.40000000
1771872180000,1871.40000000,1871.43000000,1868.66000000,1869.24000000
1771872240000,1869.25000000,1869.25000000,1867.70000000,1868.53000000
1771872300000,1868.53000000,1868.53000000,1863.87000000,1864.62000000
1771872360000,1864.63000000,1866.56000000,1864.63000000,1866.51000000
1771872420000,1866.50000000,1866.69000000,1863.33000000,1863.57000000
1771872480000,1863.56000000,1865.36000000,1863.56000000,1865.36000000
1771872540000,1865.36000000,1866.29000000,1865.36000000,1865.69000000
1771872600000,1865.69000000,1865.97000000,1864.06000000,1864.46000000
1771872660000,1864.46000000,1865.47000000,1863.98000000,1864.78000000
1771872720000,1864.77000000,1864.78000000,1863.18000000,1863.18000000
1771872780000,1863.17000000,1864.64000000,1862.75000000,1864.60000000
1771872840000,1864.59000000,1864.59000000,1862.86000000,1863.11000000
1771872900000,1863.11000000,1863.50000000,1862.30000000,1862.30000000
1771872960000,1862.29000000,1862.49000000,1858.20000000,1858.83000000
1771873020000,1858.84000000,1859.96000000,1858.20000000,1858.51000000
1771873080000,1858.51000000,1858.69000000,1854.60000000,1856.63000000
